title,url,content
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411.html,"
当那块魂骨出现在自己面前的时候，魔熊斗罗整个人都傻了。
从那魂骨上传来的能量波动，让魔熊斗罗这个九十四级的封号斗罗都感到心惊肉跳！
“这…这是…”他的声音都在颤抖，他伸出手想要触碰，却被鬼斗罗一巴掌拍开。
“八万年魂骨！”鬼斗罗的语气里带着掩不住的得意。
“地狱鬼影左臂骨！”
魔熊斗罗的声音都变了调，眼珠子瞪得像铜铃。
“八万年？！”
“老鬼……这……这魂骨是从哪儿得来的？”
他的眼神死死锁定在那块散发着恐怖气息的魂骨上，口水都快流出来了。
鬼斗罗看着魔熊斗罗那副震惊的表情，心里别提多得意了。
“想知道？“
他把魂骨在手里掂了掂，那叫一个臭屁。
“就是月关说的那个枫染亭！“
“我今天去那里吃了顿饭，然后抽奖就抽到了这个！“
魔熊斗罗瞬间石化。
“你说啥？吃顿饭就能抽到八万年魂骨？“
“老鬼，你是不是发烧了？”
魔熊斗罗上前一步，伸出那只蒲扇般的大手，就要往鬼斗罗额头上摸去。"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_2.html,"
鬼斗罗一把拍开魔熊斗罗的手，整个人瞬间就炸了。
“靠！老子好心好意带你去发财，你还质疑我？！”
他的声音里带着明显的怒气。
“我发你大爷的烧！”
魔熊斗罗被这突如其来的暴怒吓了一跳，下意识后退两步。
“老鬼，你别激动啊！我就是觉得这事儿太离谱了……”
“离谱你个头！”
鬼斗罗气得脸都绿了，直接把那块价值连城的魂骨往储物魂导器里一塞。
“老子拿八万年魂骨给你看，你踏马还说我发烧？”
“不信拉倒！”
说完，鬼斗罗扭头就走，脚步声蹬蹬蹬的，那叫一个气势汹汹。
“诶诶！老鬼你别走啊！”
魔熊斗罗看着鬼斗罗要走，顿时急了。
刚才那块魂骨他看得很清楚，那绝对是真的八万年魂骨！
散发的气息骗不了人！
虽然不敢相信吃顿饭就能抽到这种宝贝，但事实摆在面前啊！
“等等，老鬼！老鬼！”"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_3.html,"
魔熊斗罗一个箭步冲上前，伸手就要去拉鬼斗罗的胳膊。
结果鬼斗罗直接一个侧身闪开，冷冷瞪了他一眼。
“老子好心带你去捡机缘，你不稀罕就算了！”
鬼斗罗的语气里满是嫌弃。
“反正林前辈那里客人多的是，不差你一个！”
说着，他又往前走了两步。
“等等等等！”
魔熊斗罗彻底慌了，连忙跑到鬼斗罗前面拦住去路。
“老鬼，我错了还不行吗？”
“鬼哥！鬼哥！
“我刚才就是太震惊了，一时没反应过来！”
他搓着手，那张饱经风霜的脸上写满了讨好。
“你别生气，咱们是多年的老兄弟了！”
看着魔熊斗罗那副求人的样子，鬼斗罗心里的火气总算消了一些。
“算了，看在咱们多年兄弟的份上，我就再给你一次机会。”
“但是丑话说在前头！”
他指着魔熊斗罗的鼻子。
“到了林前辈那里，你给我老老实实的！”"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_4.html,"
“那当然！那当然！”
魔熊斗罗连连点头，活像个小鸡啄米。
“我保证规规矩矩，绝对不给你添麻烦！”
得到魔熊的保证，鬼斗罗这才带着魔熊快速朝着枫染亭赶去。
两人一路狂奔，魔熊斗罗那蒲扇般的大手紧紧攥着，心里既紧张又期待。
八万年魂骨啊！
如果真的能抽到这种宝贝，那他魔熊斗罗这辈子都值了！
但是另一边的月关，却是不怎么顺利。
“鬼豹！你特么给我站住！”
菊斗罗虽说是九十五级封号斗罗，要比鬼豹高上一级，但是对方毕竟是敏攻系，速度本就比他这种强攻系要快上不少。
再加上鬼豹为了不挨打，更是开了增幅速度的魂技，甚至弥补了两人之间的登记差距，这就让菊斗罗更难追上他了。
卧槽！老子又没招惹你！“
鬼豹斗罗回头看了一眼，发现菊斗罗正在后面紧追不舍，而且脸上还带着一种急切的表情。
这表情，让鬼豹斗罗浑身鸡皮疙瘩都起来了。
“月关你疯了吗？！“
鬼豹斗罗一边跑一边回头喊道：“老子就是在会议山嘲笑了你几句，你至于追杀我吗？！“
“追杀你个锤子！“"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_5.html,"
菊斗罗气喘吁吁地在后面追着，兰花指指着前方：“我这是为你好！“
“为我好？“
鬼豹斗罗差点没被这话给噎死：“你TM追我追得跟疯狗似的，还说是在为我好？你当我鬼豹是傻的？“
说罢，鬼豹的速度更上一层了，进一步拉大两人之间的距离。
“哎！你特么！”
菊斗罗气得脸都绿了，看着鬼豹斗罗那兔子般的身影越跑越远，心里那叫一个急啊！
这可是林前辈的顾客！
一个都不能少！
“老子跟你拼了！”
菊斗罗一咬牙，直接释放了武魂！
轰！
金光闪闪的奇茸通天菊瞬间绽放在他身后，九个魂环律动着恐怖的威压。
他就这么踩着武魂快速朝着鬼豹斗罗快速逼近。
看到菊斗罗连武魂都开了，鬼豹斗罗的眼珠子差点瞪出来！
“我靠！月关你玩真的？！”
那朵金灿灿的奇茸通天菊在阳光下闪闪发光，九个魂环律动着恐怖的威压，吓得街上的低级魂师纷纷躲避。
鬼豹斗罗心里彻底慌了。
妈的！这家伙是真想弄死我啊！"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_6.html,"
眼看着菊斗罗越追越近，鬼豹斗罗彻底豁出去了。
“既然你要玩真的，那老子也不客气了！”
轰！
一道黑光冲天而起，鬼豹斗罗第七魂环一闪，身体瞬间开始变化。
武魂真身！
黑色的毛发如潮水般涌出，肌肉急剧膨胀，骨骼咔咔作响。
短短一眨眼的功夫，鬼豹斗罗就变成了一只足有十米长的巨大黑豹！
“嗷！”
黑豹仰天长啸，四肢发力，整个身体如离弦之箭般蹿了出去。
敏攻系封号斗罗的武魂真身，那速度简直快得离谱！
“我草泥马！”
菊斗罗气得破口大骂，但还是催动武魂拼命追赶。
“鬼豹你个龟儿子！给老子停下！“
正当两位封号斗罗在武魂城的街道上演着疯狂追逐戏时。
距离他们前方一公里处，一个身材火辣的女性身影正提着大包小包从一家精品店里走出来。
那正是武魂殿长老中唯一的女性，九十三级的灵鸢斗罗！
虽说她已经达到了封号斗罗级别，但是她和绝大多数女人一样，很喜欢逛街购物。"
第27章 龟儿子给我站住！老菊刹不住车了！,https://www.biquh.com/678_678189/65638411_7.html,"
今天难得有空闲时间，她就出来给自己买了一堆衣服首饰。
“今天的收获还不错呢。“
灵鸢斗罗看着手里提着的各种购物袋，脸上露出满意的笑容。
她正准备继续往前走，去下一家店铺看看，结果——
“轰！“
还没等灵鸢斗罗反应过来是怎么回事，一个巨大的黑色身影就这么“嗖“地从她面前掠过！
那速度快得惊人！
带起的风压差点把她整个人都给吹倒！
“刚刚好像有个大黑耗子飞过去了？”
灵鸢斗罗眨了眨眼，一脸懵逼地看着刚才那个黑影掠过的方向。
那速度快得她都没看清楚到底是什么东西。
正当她不去理会，转而继续前进的时候，突然听到一道妖娆的惊恐声从身后传来。
“灵鸢！快躲开啊！我刹不住车了！”"
第28章 菊斗罗强抢“民女”现场,https://www.biquh.com/678_678189/65638412.html,"
灵鸢斗罗猛然回头，瞳孔瞬间收缩到针尖大小。
一朵巨大的金色菊花正以雷霆万钧之势朝她冲来！
花瓣上还站着一个妖娆的身影，正是菊斗罗月关！
“我的妈呀！”
灵鸢斗罗的脸色瞬间惨白如纸，那双平日里冷艳的美眸中满是惊恐。
作为九十三级的封号斗罗，她什么大风大浪没见过？
可眼前这一幕实在太过震撼，仿佛有座大山朝她砸来！
情急之下，这个往日里脑子只知道莽的女人瞬间运转起那早已生锈的CPU。
“你往左，我往右！”
她声嘶力竭地大喊，声音都破了音。
菊斗罗虽然感觉哪里不太对劲，但还是下意识照做，拼了命让路线偏向左侧。
灵鸢斗罗也提着大包小包往右侧躲闪。
但是……
两人面对面，菊斗罗的左，可不就是灵鸢斗罗的右吗？
“轰！”
两人狠狠撞在一起，发出惊天动地的巨响！
灵鸢斗罗整个人如炮弹般倒飞而出，在空中划出一道优美的抛物线。
她手中的购物袋瞬间炸开，各种精美的衣服、首饰、化妆品如天女散花般洒向四面八方。"
第28章 菊斗罗强抢“民女”现场,https://www.biquh.com/678_678189/65638412_2.html,"
“砰！”
灵鸢斗罗重重砸在地上，激起一片尘土。
那些昂贵的丝绸被撕成碎片，珍贵的玉石首饰摔得粉碎，进口的香水瓶子更是碎了满地。
“我的宝贝们！”
灵鸢斗罗顾不上身上的疼痛，看着散落一地的“尸体”，心如刀割。
两道鲜红的血液从她的鼻孔中流淌而出，在那张精致的脸蛋上划出两道刺目的红线。
她颤抖着从地上捡起一块还算完整的丝巾，撕开塞住流血的鼻孔。
随后猛地从地上跳起，像只发疯的母豹子般扑向菊斗罗。
“月关！你个死变态！”
“赔我的衣服！赔我的首饰！”
“你知道这些东西多少钱吗？！”
她一边哭一边对着菊斗罗连踢带打，那叫一个凄惨。
菊斗罗下意识就想道歉，毕竟撞坏了人家的东西确实不好意思。
但很快他就眼神一亮，反应过来对方也是封号斗罗！
“对啊！这也是个韭菜啊！”
跑了个鬼豹，来了个灵鸢，不亏！
察觉到菊斗罗那突然兴奋起来的眼神，灵鸢斗罗瞬间警觉起来。"
第28章 菊斗罗强抢“民女”现场,https://www.biquh.com/678_678189/65638412_3.html,"
那眼神……怎么有种看到猎物的感觉？
太吓人了！
她下意识后退两步，也不敢再继续找菊斗罗的麻烦。
“你…你想干什么？”
灵鸢斗罗的声音都在颤抖，她感觉菊斗罗的眼神实在太危险了。
而菊斗罗则是兴奋得双眼放光，那张妖娆的脸上浮现出一抹诡异的笑容。
“灵鸢，你别怕！跟我走就行了！”
他搓着手，那副模样活像看到了什么稀世珍宝。
“保证让你体验到前所未有的快乐！”
这话在灵鸢斗罗听来，简直比恶魔的低语还要恐怖。
她浑身的鸡皮疙瘩都起来了，下意识地后退两步。
“月关，你冷静一点！”
灵鸢斗罗的声音都在颤抖，她感觉眼前的菊斗罗就像是换了个人似的。
“我们有话好好说，你别这样看着我！”
可菊斗罗哪里还听得进去？
他现在满脑子想的都是林前辈的话——体验人世间的生活。
前辈需要更多的客人！
而眼前的灵鸢斗罗，就是最好的韭菜…不对，是最尊贵的客人！"
